62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42522,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,75,65.5,9.5,87.33%,,18.5,6,14.5,26.5,1.5,4,1,3
,RMC,BOLTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,31,30,1,96.77%,,5.5,3,3.5,18,0.5,0.5,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,52.5,40,12.5,76.19%,,6,6.5,14.5,13,7,3,1,1.5
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,55,43.5,11.5,79.09%,,8,5,9.5,21,3,2,3.5,3
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,54,47,7,87.04%,,17,16,4,10,2,2,0,3
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,24,11,68.57%,,11.5,3.5,2,7,5,0.5,4,1.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,64.5,61,3.5,94.57%,,14.5,13.5,10.5,22.5,1.5,1,1,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,65.5,43,22.5,65.65%,,4,5.5,13.5,20,9.5,2,7.5,3.5
,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,33,2,94.29%,,6.5,3.5,4.5,18.5,0,1,0,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24,21.5,2.5,89.58%,,5,1,5,10.5,1,1,0,0.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,38,32.5,5.5,85.53%,,8.5,6,5.5,12.5,1.5,0,1,3
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,36,32,4,88.89%,,10,5,9,8,1,2,0,1
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,70.5,51.5,19,73.05%,,24.5,4,6,17,7,5,2,5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32.5,30,2.5,92.31%,,2,4,8.5,15.5,0.5,0.5,0,1.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,89,77,12,86.52%,,24,18,14.5,20.5,2,1,6.5,2.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ADMITTED,ALL CANCERS,30,26,4,86.67%,,4.5,5.5,6.5,9.5,1.5,1.5,0.5,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ADMITTED,ALL CANCERS,23.5,20.5,3,87.23%,,1.5,3.5,4.5,11,3,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,110.5,89.5,21,81.00%,,18.5,7.5,22,41.5,6,4,5,6
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44.5,38,6.5,85.39%,,7,6,10.5,14.5,1,2.5,3,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34.5,30.5,4,88.41%,,6,7,5,12.5,1,2.5,0,0.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ADMITTED,ALL CANCERS,40.5,27.5,13,67.90%,,7.5,2,6.5,11.5,2.5,3.5,2,5
,RJN,EAST CHESHIRE NHS TRUST,ADMITTED,ALL CANCERS,18.5,17,1.5,91.89%,,10,1,2.5,3.5,0,0,1.5,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,115.5,84,31.5,72.73%,,30,5,15.5,33.5,10.5,6,7.5,7.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,90,72,18,80.00%,,19,10,24,19,10,2.5,3.5,2
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,99.5,82,17.5,82.41%,,28.5,19,14,20.5,4.5,3.5,2,7.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,19,14,5,73.68%,,2.5,1,5,5.5,3,1.5,0,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,88.5,80,8.5,90.40%,,33.5,13,15.5,18,4.5,1,1.5,1.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,52.5,44,8.5,83.81%,,9.5,8.5,13.5,12.5,0.5,7,0.5,0.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,16.5,14.5,2,87.88%,,2,5,2,5.5,1.5,0,0.5,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,85.5,69.5,16,81.29%,,11,12,16,30.5,7,1.5,3,4.5
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43,35.5,7.5,82.56%,,13,7,8,7.5,3.5,0.5,2,1.5
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,82.5,53,29.5,64.24%,,5,5,15.5,27.5,8.5,7,5,9
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,63.5,58,5.5,91.34%,,19,11,11,17,2,0,1,2.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24,18,6,75.00%,,2,6,3.5,6.5,3.5,0.5,2,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,107,90,17,84.11%,,24,16.5,21.5,28,6.5,4.5,2,4
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ADMITTED,ALL CANCERS,21,18.5,2.5,88.10%,,3.5,6,4,5,0,0.5,1,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18,15.5,2.5,86.11%,,4,3.5,0,8,0,0,0,2.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,96.5,76,20.5,78.76%,,13,14.5,13,35.5,5,6.5,4,5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,63.5,50,13.5,78.74%,,7,4.5,11.5,27,4,3.5,0.5,5.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,62,54,8,87.10%,,10,11,14.5,18.5,1,3.5,2,1.5
,R1F,ISLE OF WIGHT NHS TRUST,ADMITTED,ALL CANCERS,15.5,10,5.5,64.52%,,2,1,3,4,1.5,0,1.5,2.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46.5,39.5,7,84.95%,,14,6,7,12.5,2.5,1.5,1.5,1.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,38,31,7,81.58%,,7,4.5,6.5,13,3,2,0.5,1.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,84.5,75.5,9,89.35%,,24.5,12,17.5,21.5,5,1,1,2
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,38.5,36.5,2,94.81%,,13.5,6.5,7,9.5,0.5,0,1.5,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,72,56,16,77.78%,,12.5,13,13,17.5,5.5,6,1,3.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,138,113.5,24.5,82.25%,,21.5,23.5,34.5,34,11,6.5,4.5,2.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ADMITTED,ALL CANCERS,60.5,52,8.5,85.95%,,14,5,9,24,1.5,4,0.5,2.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,6,5,1,83.33%,,1,1.5,0.5,2,0.5,0,0,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,12,10,2,83.33%,,1,0.5,2,6.5,0.5,0,0.5,1
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,64,48,16,75.00%,,9,7,14.5,17.5,4,5,3,4
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39,35,4,89.74%,,7.5,8.5,9,10,0.5,0,1.5,2
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,ALL CANCERS,66,43.5,22.5,65.91%,,6.5,4.5,7.5,25,4,5,4,9.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,33.5,21.5,12,64.18%,,3,3,1,14.5,3.5,2.5,2.5,3.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,4,4.5,4.5,3,0.5,0.5,1.5,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,65,38,27,58.46%,,4.5,6.5,10.5,16.5,9,9,3.5,5.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,78,66,12,84.62%,,15,17.5,17.5,16,2,4.5,5,0.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,37,31,6,83.78%,,5,3,10,13,4,0.5,1,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,123,93,30,75.61%,,31,9,17.5,35.5,11.5,5,5.5,8
,RVJ,NORTH BRISTOL NHS TRUST,ADMITTED,ALL CANCERS,83,70,13,84.34%,,25,12.5,15,17.5,6,4.5,1.5,1
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,51,42.5,8.5,83.33%,,15.5,8,5.5,13.5,3,4,1,0.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,18,15,3,83.33%,,5,3,1.5,5.5,0.5,2.5,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,38,28,10,73.68%,,7,5,7,9,3,2.5,2,2.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,48,40.5,7.5,84.38%,,6.5,5.5,8.5,20,1,4.5,0.5,1.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,41,36,5,87.80%,,14,4.5,11,6.5,4,1,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,50.5,42.5,8,84.16%,,7,6.5,10,19,0.5,5.5,2,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44.5,39.5,5,88.76%,,4.5,7,9.5,18.5,2,1,0,2
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,107,79.5,27.5,74.30%,,12.5,12.5,23.5,31,13,8,5,1.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,130.5,96,34.5,73.56%,,41,7,23.5,24.5,10.5,5,6,13
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,0,0,0.5,2.5,0,0,0,0.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,75,61,14,81.33%,,8,5,10,38,5.5,0,5,3.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,65,53.5,11.5,82.31%,,11,7,14,21.5,2.5,1.5,4,3.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,90,77,13,85.56%,,17,19.5,22,18.5,2,4.5,2,4.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,54,46,8,85.19%,,9.5,7.5,13,16,1.5,2.5,0.5,3.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,68,48.5,19.5,71.32%,,5,4.5,11.5,27.5,6,5,0,8.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,6,3,3.5,4,1,0,0.5,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,61,46,15,75.41%,,13,5,7.5,20.5,3,3,3,6
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,8,4,4,50.00%,,1,0.5,0.5,2,0,2.5,1,0.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,69,56.5,12.5,81.88%,,14,13.5,9,20,5,4.5,3,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,132.5,111.5,21,84.15%,,56.5,19.5,9.5,26,7,9,1.5,3.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,100,83.5,16.5,83.50%,,30,17.5,7.5,28.5,6.5,3.5,2,4.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,25,22,3,88.00%,,3,5,7,7,1.5,0,0.5,1
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,4.5,2,2.5,44.44%,,0,0,1,1,1,1.5,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51.5,40.5,11,78.64%,,12,3.5,10,15,3,1,2,5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,38.5,6.5,85.56%,,8,3.5,9,18,3,0.5,2,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24.5,22,2.5,89.80%,,5.5,2,5,9.5,0,0,2,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,36,35,1,97.22%,,16,4,8.5,6.5,1,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,51.5,46,5.5,89.32%,,16,7.5,4,18.5,0.5,0.5,2.5,2
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,122.5,98,24.5,80.00%,,15,19,22,42,6,6,5,7.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45.5,37.5,8,82.42%,,10.5,1.5,8,17.5,4.5,0,1,2.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,67,58,9,86.57%,,11,6,10.5,30.5,2,5,0,2
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,117,94,23,80.34%,,30,16,16,32,3,7,8.5,4.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,8,5.5,2.5,68.75%,,0,0,1,4.5,1.5,0,0.5,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27,19,8,70.37%,,7,2,4,6,0.5,7,0.5,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,35,10,77.78%,,5,4,7.5,18.5,2.5,3.5,1.5,2.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,24,22,2,91.67%,,4,1,6,11,1,0,0,1
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,50.5,38,12.5,75.25%,,7,5.5,9.5,16,3,4.5,2.5,2.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,57,50.5,6.5,88.60%,,11,10,14,15.5,3,2,0,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,37.5,35.5,2,94.67%,,9.5,4.5,4.5,17,0.5,0.5,0,1
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,46,42,4,91.30%,,10.5,6.5,11,14,2,0,0,2
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19.5,19,0.5,97.44%,,4.5,4.5,3.5,6.5,0.5,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,58,47,11,81.03%,,6,9.5,12.5,19,2,5.5,1.5,2
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,21,11.5,9.5,54.76%,,0.5,0.5,2.5,8,4,2.5,0.5,2.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,0.5,0.5,0,0.5,0,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,69.5,61.5,8,88.49%,,23,8,8,22.5,2,0.5,2.5,3
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,4,6,1.5,3.5,3,0,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,96.5,79.5,17,82.38%,,14,14.5,21,30,6,2,6,3
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,26,22,4,84.62%,,7,3.5,4,7.5,2.5,1,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,42.5,35,7.5,82.35%,,10,8,7,10,4,1.5,1,1
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,36.5,33.5,3,91.78%,,11.5,2,11,9,1.5,0.5,0.5,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76.5,64.5,12,84.31%,,25,8.5,8,23,4,3.5,2.5,2
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51.5,41,10.5,79.61%,,6.5,8.5,6,20,3,4,1.5,2
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0.5,1,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,ALL CANCERS,62.5,48.5,14,77.60%,,15,5,7,21.5,5,2.5,4.5,2
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,13.5,12.5,1,92.59%,,5,1,3,3.5,0,0.5,0,0.5
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1.5,0.5,1,33.33%,,0,0,0,0.5,0,1,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,71,51.5,19.5,72.54%,,18,11,6,16.5,7,5.5,2,5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,6.5,5,1.5,76.92%,,1,0,0.5,3.5,0,0.5,0,1
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,57.5,53,4.5,92.17%,,10,6,15,22,2,0,1,1.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,78,66,12,84.62%,,16.5,12,16.5,21,4,1.5,2.5,4
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,57,45.5,11.5,79.82%,,11.5,7,13.5,13.5,2.5,4.5,3,1.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,67,49,18,73.13%,,11.5,11,11,15.5,7.5,5,2,3.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,45,35,10,77.78%,,3,6,11.5,14.5,1,7,1,1
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,94.5,64,30.5,67.72%,,9.5,7,14.5,33,16.5,4,6,4
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39,29.5,9.5,75.64%,,7,4,7.5,11,2,4,1,2.5
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,120,93,27,77.50%,,24,11,24,34,9,11,3,4
,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,35.5,32.5,3,91.55%,,8,2,9,13.5,1,1,1,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24,23.5,0.5,97.92%,,2,4,5,12.5,0,0,0,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,48,43,5,89.58%,,13.5,2,16,11.5,3,1,0.5,0.5
