31-DAY WAIT FOR SECOND OR SUBSEQUENT TREATMENT: RADIOTHERAPY TREATMENTS,,,,,,,,,,,,,,
42614,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,4,4,0,100.00%,,4,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,17,17,0,100.00%,,17,0,0,0,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,RADIOTHERAPY,28,26,2,92.86%,,26,2,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,RADIOTHERAPY,12,12,0,100.00%,,12,0,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,9,9,0,100.00%,,9,0,0,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,14,14,0,100.00%,,14,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,RADIOTHERAPY,17,17,0,100.00%,,17,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,16,15,1,93.75%,,15,0,0,1,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,RADIOTHERAPY,8,8,0,100.00%,,8,0,0,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,132,132,0,100.00%,,132,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,61,61,0,100.00%,,61,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,15,15,0,100.00%,,15,0,0,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,47,47,0,100.00%,,47,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,13,13,0,100.00%,,13,0,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,5,5,0,100.00%,,5,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,8,8,0,100.00%,,8,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,12,12,0,100.00%,,12,0,0,0,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,24,20,4,83.33%,,20,2,1,1,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,RADIOTHERAPY,12,12,0,100.00%,,12,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,14,12,2,85.71%,,12,0,2,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,6,6,0,100.00%,,6,0,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,8,8,0,100.00%,,8,0,0,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,60,60,0,100.00%,,60,0,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,21,18,3,85.71%,,18,1,1,0,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,22,22,0,100.00%,,22,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,11,11,0,100.00%,,11,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,12,12,0,100.00%,,12,0,0,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,43,42,1,97.67%,,42,0,1,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,30,30,0,100.00%,,30,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,42,41,1,97.62%,,41,0,0,1,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,RADIOTHERAPY,7,7,0,100.00%,,7,0,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,RADIOTHERAPY,23,20,3,86.96%,,20,3,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,RADIOTHERAPY,6,6,0,100.00%,,6,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,RADIOTHERAPY,895,870,25,97.21%,,870,11,6,4,4
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,RADIOTHERAPY,66,66,0,100.00%,,66,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,RADIOTHERAPY,97,97,0,100.00%,,97,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,142,137,5,96.48%,,137,2,2,1,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,241,234,7,97.10%,,234,2,3,2,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,97,85,12,87.63%,,85,3,6,2,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,118,104,14,88.14%,,104,9,2,3,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,285,261,24,91.58%,,261,9,5,4,6
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,0,1,0.00%,,0,0,1,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,53,53,0,100.00%,,53,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,219,204,15,93.15%,,204,7,5,3,0
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,15,15,0,100.00%,,15,0,0,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,135,131,4,97.04%,,131,3,0,1,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,85,82,3,96.47%,,82,2,0,1,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,87,83,4,95.40%,,83,2,1,0,1
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,243,231,12,95.06%,,231,3,6,3,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,328,328,0,100.00%,,328,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,294,278,16,94.56%,,278,11,2,2,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,173,167,6,96.53%,,167,0,2,4,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,46,45,1,97.83%,,45,0,1,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,64,63,1,98.44%,,63,0,1,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,82,82,0,100.00%,,82,0,0,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,12,12,0,100.00%,,12,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,197,186,11,94.42%,,186,5,1,2,3
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,66,63,3,95.45%,,63,2,1,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,95,93,2,97.89%,,93,1,1,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,167,163,4,97.60%,,163,1,1,2,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,104,101,3,97.12%,,101,2,0,1,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,96,96,0,100.00%,,96,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,127,125,2,98.43%,,125,1,1,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,58,58,0,100.00%,,58,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,177,174,3,98.31%,,174,1,1,1,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,35,35,0,100.00%,,35,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,225,217,8,96.44%,,217,8,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,80,80,0,100.00%,,80,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,103,100,3,97.09%,,100,2,1,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,98,95,3,96.94%,,95,1,1,0,1
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,62,57,5,91.94%,,57,2,3,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,323,322,1,99.69%,,322,0,0,1,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,399,381,18,95.49%,,381,8,6,4,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,321,317,4,98.75%,,317,1,3,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,236,229,7,97.03%,,229,3,2,2,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,RADIOTHERAPY,86,83,3,96.51%,,83,3,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,43,40,3,93.02%,,40,1,1,1,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,76,71,5,93.42%,,71,2,1,1,1
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,49,48,1,97.96%,,48,0,1,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,143,143,0,100.00%,,143,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,257,252,5,98.05%,,252,3,1,1,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,157,142,15,90.45%,,142,5,9,0,1
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,132,125,7,94.70%,,125,6,1,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,RADIOTHERAPY,76,70,6,92.11%,,70,3,2,1,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,156,151,5,96.79%,,151,2,3,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,24,24,0,100.00%,,24,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,RADIOTHERAPY,7076,6824,252,96.44%,,6824,116,78,43,15
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,RADIOTHERAPY,66,66,0,100.00%,,66,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,RADIOTHERAPY,101,101,0,100.00%,,101,0,0,0,0
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,163,157,6,96.32%,,157,2,2,1,1
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,251,244,7,97.21%,,244,2,3,2,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,107,94,13,87.85%,,94,4,6,2,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,140,125,15,89.29%,,125,10,2,3,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,RADIOTHERAPY,295,269,26,91.19%,,269,9,5,5,7
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,3,2,1,66.67%,,2,0,1,0,0
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,60,59,1,98.33%,,59,0,0,0,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,236,219,17,92.80%,,219,8,6,3,0
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,152,148,4,97.37%,,148,3,0,1,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,113,108,5,95.58%,,108,4,0,1,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,99,95,4,95.96%,,95,2,1,0,1
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,252,240,12,95.24%,,240,3,6,3,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,342,342,0,100.00%,,342,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,RADIOTHERAPY,311,295,16,94.86%,,295,11,2,2,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,189,182,7,96.30%,,182,0,2,5,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,47,46,1,97.87%,,46,0,1,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,64,63,1,98.44%,,63,0,1,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,90,90,0,100.00%,,90,0,0,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,144,144,0,100.00%,,144,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,199,188,11,94.47%,,188,5,1,2,3
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,61,61,0,100.00%,,61,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,81,78,3,96.30%,,78,2,1,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,142,140,2,98.59%,,140,1,1,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,167,163,4,97.60%,,163,1,1,2,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,117,114,3,97.44%,,114,2,0,1,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,101,101,0,100.00%,,101,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,135,133,2,98.52%,,133,1,1,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,58,58,0,100.00%,,58,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,189,186,3,98.41%,,186,1,1,1,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,36,36,0,100.00%,,36,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,249,237,12,95.18%,,237,10,1,1,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,92,92,0,100.00%,,92,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,117,112,5,95.73%,,112,2,3,0,0
