31-DAY WAIT FOR SECOND OR SUBSEQUENT TREATMENT: RADIOTHERAPY TREATMENTS,,,,,,,,,,,,,,
42705,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,24,24,0,100.00%,,24,0,0,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,37,37,0,100.00%,,37,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,17,17,0,100.00%,,17,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,10,10,0,100.00%,,10,0,0,0,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,34,34,0,100.00%,,34,0,0,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,RADIOTHERAPY,13,13,0,100.00%,,13,0,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,RADIOTHERAPY,792,776,16,97.98%,,776,3,6,3,4
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,RADIOTHERAPY,72,72,0,100.00%,,72,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,RADIOTHERAPY,88,87,1,98.86%,,87,1,0,0,0
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,140,139,1,99.29%,,139,1,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,231,224,7,96.97%,,224,4,1,1,1
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,76,72,4,94.74%,,72,3,1,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,72,68,4,94.44%,,68,4,0,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,233,219,14,93.99%,,219,5,3,3,3
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,58,55,3,94.83%,,55,3,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,204,193,11,94.61%,,193,8,1,0,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,13,13,0,100.00%,,13,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,109,106,3,97.25%,,106,2,0,0,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,56,56,0,100.00%,,56,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,68,67,1,98.53%,,67,1,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,215,215,0,100.00%,,215,0,0,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,349,349,0,100.00%,,349,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,264,252,12,95.45%,,252,8,3,0,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,20,20,0,100.00%,,20,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,143,142,1,99.30%,,142,0,0,0,1
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,34,34,0,100.00%,,34,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,44,44,0,100.00%,,44,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,11,11,0,100.00%,,11,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,202,199,3,98.51%,,199,1,2,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,61,61,0,100.00%,,61,0,0,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,120,117,3,97.50%,,117,1,1,1,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,113,111,2,98.23%,,111,0,0,1,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,101,98,3,97.03%,,98,1,1,1,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,114,114,0,100.00%,,114,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,85,84,1,98.82%,,84,1,0,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,25,25,0,100.00%,,25,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,173,170,3,98.27%,,170,1,2,0,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,42,42,0,100.00%,,42,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,174,169,5,97.13%,,169,4,1,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,77,77,0,100.00%,,77,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,100,100,0,100.00%,,100,0,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,75,75,0,100.00%,,75,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,77,76,1,98.70%,,76,0,0,1,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,291,291,0,100.00%,,291,0,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,320,316,4,98.75%,,316,4,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,283,280,3,98.94%,,280,2,1,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,211,206,5,97.63%,,206,1,3,1,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,RADIOTHERAPY,77,77,0,100.00%,,77,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,28,28,0,100.00%,,28,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,49,47,2,95.92%,,47,1,1,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,29,29,0,100.00%,,29,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,152,152,0,100.00%,,152,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,239,237,2,99.16%,,237,1,0,0,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,135,132,3,97.78%,,132,2,1,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,126,124,2,98.41%,,124,1,1,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,RADIOTHERAPY,91,89,2,97.80%,,89,1,1,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,119,116,3,97.48%,,116,1,1,1,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,18,18,0,100.00%,,18,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,RADIOTHERAPY,6233,6124,109,98.25%,,6124,63,25,10,11
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,RADIOTHERAPY,72,72,0,100.00%,,72,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,RADIOTHERAPY,90,89,1,98.89%,,89,1,0,0,0
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,152,151,1,99.34%,,151,1,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,233,226,7,97.00%,,226,4,1,1,1
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,91,87,4,95.60%,,87,3,1,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,96,91,5,94.79%,,91,4,0,1,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,RADIOTHERAPY,237,222,15,93.67%,,222,5,4,3,3
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,4,4,0,100.00%,,4,0,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,60,57,3,95.00%,,57,3,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,229,217,12,94.76%,,217,8,1,0,3
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,22,22,0,100.00%,,22,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,156,152,4,97.44%,,152,2,1,0,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,75,75,0,100.00%,,75,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,71,70,1,98.59%,,70,1,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,221,221,0,100.00%,,221,0,0,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,356,356,0,100.00%,,356,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,RADIOTHERAPY,279,264,15,94.62%,,264,9,5,0,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,21,21,0,100.00%,,21,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,154,153,1,99.35%,,153,0,0,0,1
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,36,35,1,97.22%,,35,0,1,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,45,45,0,100.00%,,45,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,76,76,0,100.00%,,76,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,108,105,3,97.22%,,105,2,1,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,204,201,3,98.53%,,201,1,2,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,62,62,0,100.00%,,62,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,68,68,0,100.00%,,68,0,0,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,133,130,3,97.74%,,130,1,1,1,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,113,111,2,98.23%,,111,0,0,1,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,104,101,3,97.12%,,101,1,1,1,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,119,119,0,100.00%,,119,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,98,97,1,98.98%,,97,1,0,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,32,32,0,100.00%,,32,0,0,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,191,184,7,96.34%,,184,1,2,1,3
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,43,43,0,100.00%,,43,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,196,191,5,97.45%,,191,4,1,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,87,87,0,100.00%,,87,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,126,126,0,100.00%,,126,0,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,91,91,0,100.00%,,91,0,0,0,0
