62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42826,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,89.5,68.5,21,76.54%,,17.5,9,15,27,5,6.5,6,3.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ADMITTED,ALL CANCERS,59.5,51.5,8,86.55%,,19.5,6,10.5,15.5,1.5,2.5,0,4
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,12,11.5,0.5,95.83%,,2.5,2,0,7,0,0.5,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,6,6,0,100.00%,,0.5,0,0,5.5,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,44.5,30.5,14,68.54%,,8,1,7.5,14,6.5,3,0.5,4
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34.5,31,3.5,89.86%,,5,3.5,6,16.5,0,2,0,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,ALL CANCERS,56.5,33.5,23,59.29%,,6,5.5,9,13,7,4.5,4,7.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,21,16,5,76.19%,,2,1.5,4,8.5,1,1,0.5,2.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,31,30.5,0.5,98.39%,,13,8,2.5,7,0,0,0.5,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,61.5,48,13.5,78.05%,,15,11,6,16,6.5,3,1.5,2.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,75,62.5,12.5,83.33%,,25,10,6,21.5,4.5,4,2,2
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,31,4,88.57%,,10,3,9,9,2,0,0,2
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,111,82,29,73.87%,,18.5,17.5,15.5,30.5,15.5,3.5,4.5,5.5
,RVJ,NORTH BRISTOL NHS TRUST,ADMITTED,ALL CANCERS,80,67.5,12.5,84.38%,,17,12.5,15.5,22.5,1,4.5,2,5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,48.5,42,6.5,86.60%,,15,5,9,13,2.5,1.5,0.5,2
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,12,10,2,83.33%,,1.5,0,2.5,6,1,0,0.5,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39,33,6,84.62%,,8,9,10,6,4,2,0,0
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,69,59,10,85.51%,,16.5,9,13,20.5,4.5,2.5,2.5,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,34,25,9,73.53%,,4.5,4,8.5,8,1.5,4,1,2.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,31.5,26.5,5,84.13%,,11.5,4.5,4,6.5,1,1,0,3
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34,25.5,8.5,75.00%,,6,2,3,14.5,1.5,2.5,0.5,4
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35.5,29,6.5,81.69%,,4.5,4,8.5,12,5,1,0.5,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,103.5,74.5,29,71.98%,,12,12.5,14,36,11.5,10,1,6.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,106,89,17,83.96%,,33.5,16.5,14,25,9,3,0,5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,3.5,3.5,0,100.00%,,0.5,0,0,3,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,52.5,39,13.5,74.29%,,5,6,5,23,3.5,2,1.5,6.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,83.5,68,15.5,81.44%,,27.5,10.5,9,21,6,2,2.5,5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42,37,5,88.10%,,9.5,6,9,12.5,3,0.5,0.5,1
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,80,66.5,13.5,83.13%,,14.5,6,17.5,28.5,4.5,2.5,2.5,4
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,23.5,19.5,4,82.98%,,11,1.5,2,5,1.5,0.5,0.5,1.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45.5,34.5,11,75.82%,,7.5,3,10.5,13.5,4.5,1.5,0,5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,5.5,4.5,1,81.82%,,0,0.5,0.5,3.5,0.5,0,0,0.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,82,72.5,9.5,88.41%,,34.5,4,16,18,1,1.5,5,2
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,105,89,16,84.76%,,45,12,15,17,3.5,6,2,4.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76.5,65.5,11,85.62%,,18.5,8.5,11,27.5,3,3.5,1,3.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,35.5,30,5.5,84.51%,,4,8.5,9,8.5,2,2,0,1.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,2.5,2,0.5,80.00%,,0,0,2,0,0.5,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41.5,32.5,9,78.31%,,5,3.5,7.5,16.5,1,3,0.5,4.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25,21,4,84.00%,,1.5,1.5,4.5,13.5,3,0.5,0,0.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18,15.5,2.5,86.11%,,3,2,5.5,5,1,0,0,1.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32,27,5,84.38%,,8.5,3,4,11.5,1.5,3,0.5,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,36.5,29,7.5,79.45%,,7.5,3,6,12.5,2,0,0.5,5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,92,78,14,84.78%,,12.5,5,21.5,39,6,4,0.5,3.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42,35.5,6.5,84.52%,,11.5,7,11,6,2.5,1.5,0.5,2
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,52,42.5,9.5,81.73%,,4,8,13,17.5,3.5,2,3,1
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,94,81.5,12.5,86.70%,,18,17,21.5,25,4.5,6,2,0
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,10.5,10.5,0,100.00%,,1,0.5,1.5,7.5,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28,24,4,85.71%,,0.5,0,10,13.5,0,2,1,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41.5,29,12.5,69.88%,,5.5,6.5,6.5,10.5,5.5,2.5,2,2.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,15.5,13.5,2,87.10%,,4,2.5,2,5,0.5,1,0.5,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41.5,36.5,5,87.95%,,6,5,8.5,17,3,1.5,0,0.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,33.5,30.5,3,91.04%,,7.5,5,5,13,0.5,0,1,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,4.5,2.5,2.5,8,0.5,0.5,1,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,51,45.5,5.5,89.22%,,19,7.5,7.5,11.5,0,1.5,0,4
,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22,21.5,0.5,97.73%,,2.5,6.5,4,8.5,0.5,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34,25.5,8.5,75.00%,,3,4,9,9.5,5.5,2,1,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,15.5,11.5,4,74.19%,,1.5,1,1.5,7.5,1.5,2,0.5,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,48,42.5,5.5,88.54%,,8,4,13,17.5,1,2.5,0.5,1.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,20.5,19.5,1,95.12%,,4,1,6,8.5,0.5,0,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,86,76,10,88.37%,,15.5,11,15,34.5,4.5,3,2,0.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,27,24,3,88.89%,,8,1,5,10,1,2,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,25.5,21.5,4,84.31%,,8.5,3,4,6,0.5,1.5,0,2
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34,30.5,3.5,89.71%,,11.5,2,10.5,6.5,2.5,1,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,63.5,57,6.5,89.76%,,27,6.5,7,16.5,4,2,0.5,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,33,24,9,72.73%,,2,2.5,10.5,9,7,1,0.5,0.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2.5,1.5,1,60.00%,,0,0,1,0.5,0.5,0.5,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,ALL CANCERS,60,44.5,15.5,74.17%,,12,5,10,17.5,5,4.5,3.5,2.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,12.5,10.5,2,84.00%,,5,2,1,2.5,0.5,0,0,1.5
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,3.5,2.5,1,71.43%,,0.5,0,1,1,0,0,0.5,0.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,73,54.5,18.5,74.66%,,8,10,12,24.5,9.5,1.5,3.5,4
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,71.5,43.5,28,60.84%,,13,2.5,6,22,9,6.5,1.5,11
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,54.5,48.5,6,88.99%,,7,4,16.5,21,1.5,3.5,0.5,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66,51.5,14.5,78.03%,,15.5,2.5,13.5,20,5.5,5,1,3
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,50.5,31.5,19,62.38%,,5.5,2,6.5,17.5,8.5,5,0.5,5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,69.5,57,12.5,82.01%,,25.5,9.5,11.5,10.5,3,6,2,1.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,54,45.5,8.5,84.26%,,17.5,3,7.5,17.5,2,3.5,2,1
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,104.5,82,22.5,78.47%,,14,9,23,36,7,8.5,2.5,4.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,31,9.5,76.54%,,2.5,2,10.5,16,5,3.5,1,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,109.5,86,23.5,78.54%,,11,8,15.5,51.5,7,5.5,5,6
,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,18,16.5,1.5,91.67%,,6,1,5,4.5,0.5,0.5,0,0.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,3,4,6,3,1,1.5,0,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,30,28,2,93.33%,,5,3.5,11.5,8,0.5,1,0.5,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40,34,6,85.00%,,9,6,4.5,14.5,4,0,2,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,69.5,63.5,6,91.37%,,17.5,8.5,13,24.5,2,1.5,2,0.5
