62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: JANUARY 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,103.5,68.5,35,66.18%,,17,7,13.5,31,13.5,7.5,9.5,4.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,49,48,1,97.96%,,12.5,5,16.5,14,0,0,1,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,73,51.5,21.5,70.55%,,9,11,12.5,19,9.5,2.5,5.5,4
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,25,22,3,88.00%,,9,2,2.5,8.5,1,1,0,1
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,83,73,10,87.95%,,16,11.5,19,26.5,4,2,1,3
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42.5,37,5.5,87.06%,,8,7.5,6.5,15,0,2,1,2.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,14,10.5,3.5,75.00%,,3,1,1,5.5,2,1,0,0.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,78,57,21,73.08%,,10,1,12,34,6,5,5,5
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34.5,30,4.5,86.96%,,6.5,5,9,9.5,2,2,0.5,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68.5,48,20.5,70.07%,,4,4,9,31,7.5,5,2.5,5.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51,42.5,8.5,83.33%,,15.5,7.5,6,13.5,4.5,1.5,1.5,1
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22.5,17.5,5,77.78%,,2.5,4.5,3,7.5,3,1,0,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,98.5,77.5,21,78.68%,,15,13,23.5,26,9.5,2.5,4,5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ADMITTED,ALL CANCERS,27.5,24,3.5,87.27%,,4,1,8,11,0,2,1,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,11,10.5,0.5,95.45%,,2,1,3,4.5,0,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,87,68,19,78.16%,,18,5.5,8.5,36,6.5,4,3.5,5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,57,47.5,9.5,83.33%,,10,4.5,10,23,4.5,2.5,1,1.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,47.5,43.5,4,91.58%,,13.5,9,12,9,1,2,0.5,0.5
,R1F,ISLE OF WIGHT NHS TRUST,ADMITTED,ALL CANCERS,14,11.5,2.5,82.14%,,5.5,2,1,3,1,0,1,0.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42.5,32,10.5,75.29%,,10,2,11,9,7,3,0.5,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,31.5,23.5,8,74.60%,,1,5,6.5,11,2.5,1.5,0.5,3.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,83,78,5,93.98%,,22,11,19,26,0.5,0,2,2.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28.5,27,1.5,94.74%,,4.5,5,6,11.5,0,1.5,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,71.5,65.5,6,91.61%,,12.5,7.5,14.5,31,2,1.5,0,2.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,123,105.5,17.5,85.77%,,18.5,18.5,17.5,51,8.5,4.5,2,2.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ADMITTED,ALL CANCERS,45,38,7,84.44%,,7.5,3,7.5,20,1.5,2,0.5,3
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,7.5,4,3.5,53.33%,,2.5,0.5,0.5,0.5,1,2,0.5,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,10.5,8,2.5,76.19%,,0,0,1,7,1.5,0,0,1
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,33.5,26.5,7,79.10%,,2.5,0,8,16,2,0.5,3,1.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,21,17,4,80.95%,,6,3,0.5,7.5,0,0.5,1,2.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,ALL CANCERS,69.5,43,26.5,61.87%,,6,5,4,28,7.5,10.5,3.5,5
,RPA,MEDWAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,19,16,54.29%,,7.5,1.5,2.5,7.5,3.5,3,4.5,5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26,22.5,3.5,86.54%,,7,4,3.5,8,0.5,0.5,2,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,64,48.5,15.5,75.78%,,15.5,6,17.5,9.5,10,3,1,1.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,52.5,43,9.5,81.90%,,7,5,11.5,19.5,2.5,3,3,1
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,23.5,17,6.5,72.34%,,3,1,2,11,1.5,1.5,1.5,2
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,104,81.5,22.5,78.37%,,17,8,25,31.5,9.5,7,3,3
,RVJ,NORTH BRISTOL NHS TRUST,ADMITTED,ALL CANCERS,86,60.5,25.5,70.35%,,22.5,9,9.5,19.5,8,5,5,7.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,40.5,31,9.5,76.54%,,6,1,8.5,15.5,4,2.5,2.5,0.5
,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,7.5,1,3,4.5,0,0,1.5,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32,22,10,68.75%,,3,8,3.5,7.5,5.5,2,1,1.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,42,29,13,69.05%,,7,9,3.5,9.5,5,1,2,5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,31,30,1,96.77%,,9.5,5,8,7.5,1,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,59,50,9,84.75%,,8,6.5,4,31.5,1.5,2,2,3.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,37.5,29.5,8,78.67%,,6.5,4,6.5,12.5,1,2.5,1,3.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,96.5,74.5,22,77.20%,,13,11.5,13.5,36.5,7,6,3,6
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,96.5,83,13.5,86.01%,,26,4,21.5,31.5,3,3.5,2,5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2,2,0,100.00%,,0,0,0,2,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,56,45.5,10.5,81.25%,,8.5,7,10.5,19.5,2,2,2.5,4
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68,56,12,82.35%,,13,5.5,9,28.5,5,3.5,3.5,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,93.5,74.5,19,79.68%,,20.5,11,22,21,8,6,2,3
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,49,44.5,4.5,90.82%,,12.5,4,16.5,11.5,3,0.5,1,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,80.5,54,26.5,67.08%,,7,2,11,34,9,5.5,6.5,5.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,6,2,1.5,2,1,0,0.5,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,62,40,22,64.52%,,7,8,13,12,7.5,5,4.5,5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,6.5,4,2.5,61.54%,,0.5,0.5,0.5,2.5,0,1,0.5,1
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,70,56.5,13.5,80.71%,,31,3,6,16.5,6,2.5,4,1
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,105.5,90.5,15,85.78%,,30.5,13,25.5,21.5,6,3,4,2
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,72.5,50,22.5,68.97%,,16.5,3,10,20.5,6.5,5.5,4.5,6
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,24,20.5,3.5,85.42%,,7,3,1,9.5,1.5,1.5,0,0.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46.5,34,12.5,73.12%,,9,5.5,1,18.5,2,2,0.5,8
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,33.5,29,4.5,86.57%,,3.5,2,6,17.5,3,0.5,0,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24.5,20.5,4,83.67%,,2,2.5,5,11,0.5,2.5,0,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,35.5,5,87.65%,,8,5,15.5,7,2.5,1.5,1,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,41.5,37,4.5,89.16%,,6,6,5.5,19.5,1,0,3.5,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,87.5,73,14.5,83.43%,,12.5,9,26.5,25,3.5,6,2,3
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35.5,29,6.5,81.69%,,8,5,3.5,12.5,1,2,1.5,2
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,78,63.5,14.5,81.41%,,15,5,16,27.5,3.5,7,0,4
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,39,5,88.64%,,10.5,6,8,14.5,2,2,1,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,87,68.5,18.5,78.74%,,20,8,15.5,25,3,9.5,1.5,4.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,5.5,4.5,1,81.82%,,0,1,1,2.5,0,0.5,0.5,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19,16,3,84.21%,,7,2,4.5,2.5,2,1,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34.5,16.5,18,47.83%,,1,1,7,7.5,7,5,4.5,1.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,25,19,6,76.00%,,6.5,1,8,3.5,2.5,1.5,0,2
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,49.5,40,9.5,80.81%,,9.5,6.5,9,15,3.5,2,0,4
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,40.5,35,5.5,86.42%,,9.5,7.5,7,11,2,1,0,2.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29,27,2,93.10%,,4,3,8,12,0,0.5,0,1.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,53.5,44.5,9,83.18%,,14.5,5.5,8,16.5,4,2.5,0.5,2
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,20,19,1,95.00%,,3,1,9,6,0,1,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,54.5,48.5,6,88.99%,,11,11.5,9.5,16.5,1,1.5,1.5,2
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19,12,7,63.16%,,1,0.5,2.5,8,1.5,3,0,2.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,1,0,0,0,0,0.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0,0.5,0,0,0.5,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22,19.5,2.5,88.64%,,8.5,3.5,5.5,2,0,2,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,87.5,77,10.5,88.00%,,12,15.5,15,34.5,1,6,1,2.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,19,13.5,5.5,71.05%,,0,4.5,4.5,4.5,3,1,0,1.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,20.5,18.5,2,90.24%,,7,1,3,7.5,0,1.5,0.5,0
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24,22.5,1.5,93.75%,,7.5,3,5.5,6.5,0.5,1,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,55,45.5,9.5,82.73%,,20.5,7,2.5,15.5,3.5,2,2.5,1.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39.5,32,7.5,81.01%,,3.5,1.5,10,17,1,2,3,1.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,4,4,0,100.00%,,0,1,0.5,2.5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,1,0,0,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,16,15.5,0.5,96.88%,,6.5,3,1,5,0,0,0.5,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,65,44.5,20.5,68.46%,,12,6,11.5,15,8,4.5,4,4
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,31.5,12.5,71.59%,,6,4,6,15.5,2.5,7,0.5,2.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,61,55.5,5.5,90.98%,,13,5,11.5,26,1.5,0.5,1.5,2
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,73,61,12,83.56%,,13,5,14.5,28.5,4,2,4,2
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,59,42,17,71.19%,,12,8,6,16,3,3,5.5,5.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,59.5,51.5,8,86.55%,,14.5,11,10.5,15.5,3,3.5,1,0.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,54,46.5,7.5,86.11%,,7,2,12.5,25,1,5,0,1.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,134.5,97,37.5,72.12%,,24,13,23,37,15,11.5,2.5,8.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43,32.5,10.5,75.58%,,8,2,6,16.5,2,4.5,2,2
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,97.5,68,29.5,69.74%,,16.5,7,9.5,35,7.5,8,7,7
,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,20.5,14,6.5,68.29%,,4,1,2,7,1,0,0.5,5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,6,4,3.5,4,1,0.5,0,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,31.5,25.5,6,80.95%,,6,3,7.5,9,1.5,2,1,1.5
