62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42705,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,57.5,47,10.5,81.74%,,15.5,5.5,8.5,17.5,3.5,2,1.5,3.5
,RMC,BOLTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22.5,21.5,1,95.56%,,5.5,4,6,6,0,0,1,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,49,40,9,81.63%,,7,7,10,16,3.5,1.5,3,1
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,57,39,18,68.42%,,12,3.5,4.5,19,5,6,4,3
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,44,36.5,7.5,82.95%,,15.5,9.5,5.5,6,4,0.5,1.5,1.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27.5,19,8.5,69.09%,,7,2,4.5,5.5,3,3.5,0.5,1.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,50,46,4,92.00%,,17.5,3,8,17.5,1,1,0.5,1.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,56,45,11,80.36%,,13.5,12.5,5,14,0.5,5,3,2.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29,21.5,7.5,74.14%,,6.5,3.5,6.5,5,1,2,1.5,3
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,3.5,1,3.5,10.5,0.5,1,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,37,31.5,5.5,85.14%,,7.5,4.5,8.5,11,3,1,1,0.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,33.5,23.5,10,70.15%,,4.5,4.5,6.5,8,5,2.5,1.5,1
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,60,50.5,9.5,84.17%,,27,5.5,10.5,7.5,4.5,1,3,1
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35.5,30.5,5,85.92%,,4,8.5,4,14,1.5,0.5,0.5,2.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,71,61.5,9.5,86.62%,,20.5,11,9.5,20.5,3.5,2.5,1.5,2
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ADMITTED,ALL CANCERS,18.5,15.5,3,83.78%,,5,5,3,2.5,2,1,0,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ADMITTED,ALL CANCERS,26.5,22,4.5,83.02%,,2,5,6,9,2,1,0.5,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,84,61,23,72.62%,,12,12.5,14.5,22,7,5.5,1.5,9
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26,19.5,6.5,75.00%,,4.5,3.5,6,5.5,2,3,1,0.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27.5,26,1.5,94.55%,,7,3,8,8,1,0.5,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ADMITTED,ALL CANCERS,41,24.5,16.5,59.76%,,5,5,6.5,8,6,2.5,0,8
,RJN,EAST CHESHIRE NHS TRUST,ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,3.5,1,6,4.5,1,0.5,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,121.5,87,34.5,71.60%,,24,7.5,15,40.5,9.5,11.5,7.5,6
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,57.5,52,5.5,90.43%,,16.5,6,11,18.5,2.5,1,0,2
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,77.5,64.5,13,83.23%,,20,13,14.5,17,5,2.5,1,4.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,32,28,4,87.50%,,7,4.5,4.5,12,0,3,0.5,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76,69.5,6.5,91.45%,,30.5,13,10.5,15.5,2,1,0,3.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41,33.5,7.5,81.71%,,14,6.5,5,8,3.5,3.5,0.5,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,17,11.5,5.5,67.65%,,1,2,4,4.5,2,1.5,1,1
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,81.5,58.5,23,71.78%,,11,8,15,24.5,10,5.5,2,5.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39.5,32,7.5,81.01%,,10,6,7,9,3.5,2,2,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,71.5,48,23.5,67.13%,,4.5,3,8.5,32,6.5,6,7,4
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51,42.5,8.5,83.33%,,12,9,11,10.5,3,1,0.5,4
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28.5,24.5,4,85.96%,,3,5,8.5,8,1,1.5,0.5,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,100.5,91,9.5,90.55%,,18.5,20,24,28.5,1,3,3,2.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ADMITTED,ALL CANCERS,23,19.5,3.5,84.78%,,6,3,4,6.5,1,1,0.5,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,11.5,10.5,1,91.30%,,3,0,1.5,6,0,0.5,0,0.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,88,67,21,76.14%,,21,7,8.5,30.5,7,6,2.5,5.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,54.5,45.5,9,83.49%,,10,8,9,18.5,2,3,2,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,62,54.5,7.5,87.90%,,16,8,14,16.5,2,2,0.5,3
,R1F,ISLE OF WIGHT NHS TRUST,ADMITTED,ALL CANCERS,10,6.5,3.5,65.00%,,2,1,1,2.5,1,1,1,0.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,36,31,5,86.11%,,9,7,7,8,0.5,2.5,2,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41,33,8,80.49%,,9,4,8,12,4.5,1.5,0,2
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,75.5,65,10.5,86.09%,,22.5,15,11.5,16,5.5,2,2,1
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28.5,27.5,1,96.49%,,6.5,5.5,4.5,11,0.5,0,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68,58.5,9.5,86.03%,,20,9,8,21.5,3.5,5,0.5,0.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,117,93,24,79.49%,,23,9,28.5,32.5,10.5,4.5,5,4
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ADMITTED,ALL CANCERS,40.5,35,5.5,86.42%,,7,5.5,11,11.5,0.5,3,1.5,0.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,7.5,6,1.5,80.00%,,1,2,1,2,0.5,1,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,15,14.5,0.5,96.67%,,0,0,3,11.5,0,0.5,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,52.5,44,8.5,83.81%,,13.5,4.5,9.5,16.5,2.5,0.5,3,2.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26.5,24.5,2,92.45%,,2.5,5,5,12,0,1,1,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,ALL CANCERS,68.5,49,19.5,71.53%,,9,6,7,27,2.5,4,6,7
,RPA,MEDWAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35.5,26,9.5,73.24%,,5,7,4,10,1,3,2,3.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,15,14.5,0.5,96.67%,,3,4,4.5,3,0,0.5,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,63,44,19,69.84%,,10.5,10,9.5,14,11.5,4.5,2.5,0.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,78,70,8,89.74%,,18,12,15.5,24.5,1.5,2,2.5,2
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,33,26.5,6.5,80.30%,,4,2,9,11.5,1,2.5,1,2
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,110.5,87,23.5,78.73%,,26,16,12,33,9.5,4.5,3.5,6
,RVJ,NORTH BRISTOL NHS TRUST,ADMITTED,ALL CANCERS,92.5,80.5,12,87.03%,,16.5,18,18.5,27.5,3.5,2.5,0.5,5.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,55.5,47.5,8,85.59%,,18,6,9,14.5,4,3,0,1
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,11.5,11,0.5,95.65%,,3,1,2,5,0.5,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43,38,5,88.37%,,14.5,7.5,4,12,0.5,1,0.5,3
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,50,40.5,9.5,81.00%,,5,8.5,9,18,3,2,0.5,4
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,25,23,2,92.00%,,16,1,4,2,1,0.5,0.5,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46,36,10,78.26%,,6,4,8.5,17.5,2.5,2,2,3.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,35,5.5,86.42%,,7,2,13,13,2.5,1,0.5,1.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,107.5,73,34.5,67.91%,,22.5,11,20.5,19,12.5,8.5,4.5,9
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,113,93,20,82.30%,,38.5,14.5,14,26,5.5,8,4.5,2
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2.5,2.5,0,100.00%,,0,0,0.5,2,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,51.5,46,5.5,89.32%,,11.5,4.5,16.5,13.5,2,0.5,1,2
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,71.5,59,12.5,82.52%,,16,11.5,9.5,22,5.5,2.5,0,4.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,73.5,53.5,20,72.79%,,15.5,11.5,8,18.5,3.5,2.5,5,9
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51,49,2,96.08%,,27.5,9,6,6.5,0.5,1.5,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,74.5,58,16.5,77.85%,,10,13.5,17,17.5,3,7,3,3.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32.5,27,5.5,83.08%,,8,5,6,8,2,2,0.5,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,59.5,52.5,7,88.24%,,15.5,4,13.5,19.5,3.5,2,1,0.5
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,5.5,4.5,1,81.82%,,1.5,0,0.5,2.5,0,0.5,0,0.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,95.5,82.5,13,86.39%,,35,14.5,13,20,4.5,1,1.5,6
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,98,80.5,17.5,82.14%,,37.5,16,14,13,5,5.5,4,3
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,82.5,66.5,16,80.61%,,24.5,7,10,25,7,4.5,3,1.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,21.5,18,3.5,83.72%,,2.5,2.5,7.5,5.5,1,1,1,0.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,0.5,0,0,2.5,0,0,0,0.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,27,8,77.14%,,11,2,4,10,1.5,2.5,1,3
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34,27.5,6.5,80.88%,,7,5.5,6.5,8.5,2,1.5,1,2
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26,23.5,2.5,90.38%,,5.5,8,1,9,0.5,1.5,0,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40,31.5,8.5,78.75%,,7.5,4,7.5,12.5,2,2.5,1,3
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,35.5,27.5,8,77.46%,,9.5,3,3,12,2,1.5,2,2.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,107,87,20,81.31%,,26,11.5,25,24.5,9.5,4,4,2.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39,32.5,6.5,83.33%,,4,9.5,6.5,12.5,2,2.5,1.5,0.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,54,50,4,92.59%,,15,8,7,20,1.5,1.5,0,1
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,101,85,16,84.16%,,24.5,12,20.5,28,6,3,3.5,3.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,6,4.5,1.5,75.00%,,1,0,0,3.5,1.5,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27.5,22.5,5,81.82%,,3,3,4,12.5,2.5,2,0,0.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,30,18.5,11.5,61.67%,,6,2,3.5,7,3.5,2.5,4,1.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,15.5,10.5,5,67.74%,,3,1,2.5,4,1,1,1.5,1.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,54.5,46.5,8,85.32%,,11,2,9.5,24,2,1,2.5,2.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,47,40,7,85.11%,,5.5,15,10.5,9,3,0.5,2.5,1
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25.5,23.5,2,92.16%,,10,3,3,7.5,0.5,1,0,0.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,46,41,5,89.13%,,21.5,8,5,6.5,1.5,1.5,0.5,1.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19,18,1,94.74%,,7,4,2.5,4.5,0,1,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,47,39,8,82.98%,,8,7,15.5,8.5,2,4,0,2
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,16,10.5,5.5,65.63%,,0.5,2,2,6,2.5,1.5,0.5,1
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0.5,0.5,0,0,0,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,37,7,84.09%,,10,7,5.5,14.5,1.5,2.5,2,1
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29,28,1,96.55%,,11.5,3.5,5.5,7.5,0.5,0.5,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,108.5,98.5,10,90.78%,,23,14.5,24.5,36.5,2.5,5.5,0,2
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,33.5,32,1.5,95.52%,,8.5,3,10,10.5,0.5,1,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,20.5,16.5,4,80.49%,,6,2,1,7.5,0,0.5,2,1.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,33.5,31,2.5,92.54%,,14,6,6,5,1.5,1,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66.5,55.5,11,83.46%,,23,8,4,20.5,6.5,2,1,1.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42.5,35,7.5,82.35%,,5,6.5,9,14.5,2.5,2.5,1,1.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2,2,0,100.00%,,0,1,1,0,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,ALL CANCERS,45,34,11,75.56%,,16,2,4.5,11.5,3.5,1.5,2,4
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,10.5,1,1.5,2,0.5,0,0,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,54.5,47,7.5,86.24%,,8,9,14,16,1,4,1.5,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,73.5,47,26.5,63.95%,,12,9,11.5,14.5,3,10,4,9.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,70,53,17,75.71%,,12,6.5,13.5,21,4.5,1.5,3,8
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,56,50.5,5.5,90.18%,,9.5,9,10.5,21.5,4,0.5,0.5,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68,60.5,7.5,88.97%,,17,7.5,13.5,22.5,1.5,3,0,3
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,50.5,33,17.5,65.35%,,7.5,5,3.5,17,7,6.5,2,2
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76,62,14,81.58%,,22,13,9,18,6.5,3,1,3.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,52.5,44.5,8,84.76%,,4,3,8,29.5,2.5,3,1,1.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,104.5,73.5,31,70.33%,,12.5,11.5,25.5,24,12.5,3.5,3.5,11.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,30.5,27,3.5,88.52%,,4,4,6,13,2.5,0,0,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,106,69.5,36.5,65.57%,,13,9,18,29.5,15.5,8,4,9
,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,24.5,21.5,3,87.76%,,10,1,5.5,5,2,0,0,1
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,4,1,3,7,1.5,0.5,1.5,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,38.5,36,2.5,93.51%,,7,9.5,9,10.5,0.5,1,0,1
