62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42856,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,38,31.5,6.5,82.89%,,6,4,4.5,17,3.5,1,0,2
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,55,49,6,89.09%,,11.5,18,7,12.5,2,2,0,2
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43,34,9,79.07%,,8,6.5,8.5,11,6,1,0.5,1.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,64.5,58,6.5,89.92%,,12,8.5,14.5,23,3,0.5,3,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76,58.5,17.5,76.97%,,17,4.5,12.5,24.5,6,8,1.5,2
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,30.5,25.5,5,83.61%,,7.5,1,3.5,13.5,0,3,0,2
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26.5,19,7.5,71.70%,,4.5,1.5,6.5,6.5,1.5,3.5,0.5,2
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35.5,28,7.5,78.87%,,6,4,6.5,11.5,2.5,3.5,0.5,1
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,30,15,66.67%,,6,2,8,14,6.5,3.5,1.5,3.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,61,44,17,72.13%,,16.5,5,6.5,16,6,5.5,1,4.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26.5,22.5,4,84.91%,,3,2.5,8,9,2,1,0.5,0.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,95,84,11,88.42%,,22,15,19,28,5.5,0.5,4,1
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ADMITTED,ALL CANCERS,36,30,6,83.33%,,3.5,8,10,8.5,3,2.5,0,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ADMITTED,ALL CANCERS,35.5,29.5,6,83.10%,,6,5,5.5,13,2,2.5,1,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,94,67.5,26.5,71.81%,,12.5,17.5,19.5,18,5,8.5,5.5,7.5
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43,37,6,86.05%,,6.5,7.5,11,12,3,1.5,0,1.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25.5,22,3.5,86.27%,,5,3,3.5,10.5,0,2,0.5,1
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ADMITTED,ALL CANCERS,44,31.5,12.5,71.59%,,9,2.5,6.5,13.5,4.5,1.5,1.5,5
,RJN,EAST CHESHIRE NHS TRUST,ADMITTED,ALL CANCERS,10.5,9.5,1,90.48%,,3,1.5,0.5,4.5,1,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,137,94,43,68.61%,,37,9.5,17,30.5,6.5,14.5,5.5,16.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,67.5,58.5,9,86.67%,,15.5,7,14,22,4.5,3.5,0,1
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,61,43,18,70.49%,,18,7,5.5,12.5,3,8,1,6
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,33,29,4,87.88%,,7,3.5,5.5,13,3.5,0,0.5,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68.5,61.5,7,89.78%,,16.5,8,10,27,2,2,2,1
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44.5,40,4.5,89.89%,,7,6,12,15,2.5,1,1,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,19.5,16.5,3,84.62%,,4.5,0,5.5,6.5,0,1,0,2
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,91.5,66,25.5,72.13%,,13,7,14,32,11,4.5,1,9
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,37,8,82.22%,,14,3,8.5,11.5,3,1,2.5,1.5
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,73.5,43.5,30,59.18%,,7,3.5,7,26,12.5,6.5,4,7
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76,68.5,7.5,90.13%,,27,12,15,14.5,2.5,0,4,1
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28.5,20.5,8,71.93%,,3,4,4.5,9,3,3,0.5,1.5
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,110.5,95,15.5,85.97%,,17,18.5,14.5,45,4.5,3,5,3
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,10,9,1,90.00%,,3,1.5,2,2.5,0,0,0,1
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,87.5,60,27.5,68.57%,,10.5,8,11.5,30,14.5,7.5,2.5,3
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,55.5,44.5,11,80.18%,,13,4,5,22.5,4,2.5,1.5,3
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,61,41.5,19.5,68.03%,,11.5,6,14,10,9.5,5,1.5,3.5
,R1F,ISLE OF WIGHT NHS TRUST,ADMITTED,ALL CANCERS,20.5,16.5,4,80.49%,,1.5,0.5,7,7.5,1,1.5,0.5,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43.5,39,4.5,89.66%,,17,6,9,7,1,2.5,1,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,37,32,5,86.49%,,6,6.5,5.5,14,0,3.5,1.5,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66,52,14,78.79%,,19,8,12.5,12.5,7.5,3,1.5,2
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28,28,0,100.00%,,14,1,5.5,7.5,0,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,92.5,81.5,11,88.11%,,28,3,16,34.5,3,5.5,2,0.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,134.5,106,28.5,78.81%,,22.5,16,28.5,39,5.5,12,4,7
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ADMITTED,ALL CANCERS,48,33.5,14.5,69.79%,,4,5.5,9,15,7,3,2,2.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,12,11,1,91.67%,,2,1.5,3.5,4,0,0.5,0,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,9.5,8.5,1,89.47%,,0,0,1,7.5,0,0,1,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,64,47.5,16.5,74.22%,,13,6.5,16.5,11.5,7.5,3,1.5,4.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,31,4,88.57%,,11,6,3,11,2,1,0,1
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,ALL CANCERS,65.5,45,20.5,68.70%,,5,5,9,26,3.5,7.5,5.5,4
,RPA,MEDWAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,48,27.5,20.5,57.29%,,4,3,5.5,15,7.5,4.5,2.5,6
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35.5,34,1.5,95.77%,,10.5,8.5,9.5,5.5,0,1,0,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,80.5,60,20.5,74.53%,,17.5,15,12,15.5,8,7,2,3.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,85.5,73,12.5,85.38%,,23.5,13.5,16,20,3,5.5,0,4
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39,35,4,89.74%,,10,6,7,12,1,1,2,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,118.5,90,28.5,75.95%,,41,17,12,20,11,9,2.5,6
,RVJ,NORTH BRISTOL NHS TRUST,ADMITTED,ALL CANCERS,111,86.5,24.5,77.93%,,21,14,16,35.5,9,7,4,4.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,50.5,43.5,7,86.14%,,16,5,6,16.5,0,2,3,2
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,22.5,21.5,1,95.56%,,4,1,3,13.5,0,0.5,0,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,28,7,80.00%,,9.5,4,8.5,6,2,1,0.5,3.5
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,75.5,65.5,10,86.75%,,16.5,5,15.5,28.5,3,3,2.5,1.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,52.5,34,18.5,64.76%,,4,4.5,9.5,16,8.5,5,1,4
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,3,2,1,66.67%,,0,0.5,1.5,0,0,0,0.5,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,62.5,47.5,15,76.00%,,5.5,3,6,33,6.5,2.5,2.5,3.5
,RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,35.5,9.5,78.89%,,5.5,1.5,9,19.5,3.5,2.5,3,0.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,123,89.5,33.5,72.76%,,16,10.5,20.5,42.5,10.5,10,7.5,5.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,123.5,95,28.5,76.92%,,33,12,21,29,12.5,7,6,3
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,3.5,3.5,0,100.00%,,0.5,0.5,0,2.5,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,64,50.5,13.5,78.91%,,10,4.5,15.5,20.5,4.5,3.5,0.5,5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,87,74,13,85.06%,,23,9,15.5,26.5,2.5,4,1.5,5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43,41.5,1.5,96.51%,,11.5,7,9.5,13.5,1,0,0.5,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,96.5,84,12.5,87.05%,,19,4,20.5,40.5,5.5,2.5,1.5,3
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,20,11,9,55.00%,,3,4,0.5,3.5,5,1.5,0.5,2
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66.5,54,12.5,81.20%,,9,7,16,22,5,3.5,3,1
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,4,1,3,25.00%,,0.5,0,0,0.5,1,0.5,0,1.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,97.5,84,13.5,86.15%,,50,4,13,17,4.5,5.5,2,1.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,99.5,83.5,16,83.92%,,34,13,17,19.5,2,3.5,5,5.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,88,73.5,14.5,83.52%,,17,5,13.5,38,2,4,2.5,6
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,34,31,3,91.18%,,5,4,10.5,11.5,1,0.5,1,0.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,8.5,6,2.5,70.59%,,0.5,0.5,0.5,4.5,0.5,0.5,0,1.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,37,28.5,8.5,77.03%,,5.5,4,4,15,0.5,3.5,1,3.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29,22.5,6.5,77.59%,,2,7.5,6,7,0,4,2,0.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,2.5,1.5,7.5,7,1.5,0.5,0,1.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46,40.5,5.5,88.04%,,8,10.5,11,11,3,1.5,0,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,50.5,42,8.5,83.17%,,11,2,9.5,19.5,1,3,2.5,2
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,114,88,26,77.19%,,22,11.5,17,37.5,14,5.5,2.5,4
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,54.5,42.5,12,77.98%,,13,5.5,5.5,18.5,5,3,3,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,63.5,50,13.5,78.74%,,4,6,15,25,3.5,3,4,3
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,93,78,15,83.87%,,14,14.5,20.5,29,5.5,3.5,2.5,3.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,7.5,7.5,0,100.00%,,1.5,1.5,1,3.5,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,23,21.5,1.5,93.48%,,3,1,4,13.5,1.5,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41,28.5,12.5,69.51%,,6,2.5,4.5,15.5,4,2.5,1.5,4.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,17.5,13.5,4,77.14%,,1.5,2,6,4,2.5,1,0,0.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41.5,36,5.5,86.75%,,8.5,5,5,17.5,1,2.5,1.5,0.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,39,36,3,92.31%,,9,5,8.5,13.5,0.5,2,0.5,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25.5,19.5,6,76.47%,,3,4,3.5,9,1.5,1.5,3,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,55,51,4,92.73%,,15.5,9.5,11.5,14.5,1,2,0,1
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,10.5,9.5,1,90.48%,,1.5,2,3,3,0.5,0.5,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,38,24,14,63.16%,,4.5,5.5,9,5,6,3,1.5,3.5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,21,14.5,6.5,69.05%,,0.5,3,3,8,3,1.5,1,1
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,58,43.5,14.5,75.00%,,16,5,4,18.5,3,6,2,3.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28,25,3,89.29%,,6.5,2,6.5,10,3,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,96.5,84,12.5,87.05%,,20.5,8.5,22,33,3,5,2.5,2
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,23,21,2,91.30%,,5.5,5.5,3,7,1.5,0.5,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,42.5,31,11.5,72.94%,,6,6,7,12,4.5,2.5,0.5,4
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46,41,5,89.13%,,12.5,2,9,17.5,1.5,1.5,1.5,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66,58,8,87.88%,,20.5,12,8,17.5,4,3,0.5,0.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,43,34,9,79.07%,,3.5,5,10,15.5,3,3.5,1,1.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2.5,1.5,1,60.00%,,0,0,0.5,1,0.5,0.5,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,ALL CANCERS,59,43,16,72.88%,,10,5,6,22,8.5,1,3,3.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,14,14,0,100.00%,,9,2,0,3,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,58,48.5,9.5,83.62%,,10,3.5,18,17,5,1,2,1.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,83,59.5,23.5,71.69%,,12,5,13.5,29,6,7,5,5.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,85,61,24,71.76%,,11,5.5,11.5,33,7.5,3,4,9.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66,57.5,8.5,87.12%,,11.5,2.5,17.5,26,2.5,3.5,1.5,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,91,76,15,83.52%,,26.5,11,15.5,23,3.5,7,1.5,3
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66,47,19,71.21%,,12,4.5,7.5,23,2.5,9.5,1,6
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,82.5,65,17.5,78.79%,,33,8.5,11,12.5,10.5,4.5,0.5,2
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,65.5,52,13.5,79.39%,,8.5,6,14.5,23,3.5,6,2,2
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,134,95.5,38.5,71.27%,,23,7,24.5,41,18.5,13,3.5,3.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,39.5,4.5,89.77%,,15.5,2,7,15,3,0.5,0,1
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,125,94,31,75.20%,,15,10,21.5,47.5,11,10,5,5
,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,30,25.5,4.5,85.00%,,10,3,3.5,9,1.5,1.5,0,1.5
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26,17,9,65.38%,,5,4,4,4,4,0,1,4
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,42,38,4,90.48%,,8,5.5,14.5,10,0.5,0.5,0.5,2.5
