31-DAY WAIT FOR SECOND OR SUBSEQUENT TREATMENT: RADIOTHERAPY TREATMENTS,,,,,,,,,,,,,,
42552,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,12,10,2,83.33%,,10,0,1,1,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,RADIOTHERAPY,13,13,0,100.00%,,13,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,RADIOTHERAPY,5,4,1,80.00%,,4,1,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,7,7,0,100.00%,,7,0,0,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,14,14,0,100.00%,,14,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,RADIOTHERAPY,23,20,3,86.96%,,20,3,0,0,0
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,13,13,0,100.00%,,13,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,RADIOTHERAPY,17,17,0,100.00%,,17,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,91,91,0,100.00%,,91,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,64,64,0,100.00%,,64,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,25,25,0,100.00%,,25,0,0,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,11,11,0,100.00%,,11,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,7,7,0,100.00%,,7,0,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,9,9,0,100.00%,,9,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,10,10,0,100.00%,,10,0,0,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,7,7,0,100.00%,,7,0,0,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,9,9,0,100.00%,,9,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,20,20,0,100.00%,,20,0,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,RADIOTHERAPY,26,26,0,100.00%,,26,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,22,22,0,100.00%,,22,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,10,10,0,100.00%,,10,0,0,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,88,88,0,100.00%,,88,0,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,10,10,0,100.00%,,10,0,0,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,16,16,0,100.00%,,16,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,RADIOTHERAPY,17,17,0,100.00%,,17,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,8,7,1,87.50%,,7,1,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,6,3,3,50.00%,,3,3,0,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,25,24,1,96.00%,,24,0,1,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,28,28,0,100.00%,,28,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,34,34,0,100.00%,,34,0,0,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,RADIOTHERAPY,13,12,1,92.31%,,12,1,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,RADIOTHERAPY,17,14,3,82.35%,,14,3,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,RADIOTHERAPY,4,4,0,100.00%,,4,0,0,0,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,RADIOTHERAPY,863,844,19,97.80%,,844,14,3,1,1
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,RADIOTHERAPY,23,23,0,100.00%,,23,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,RADIOTHERAPY,87,86,1,98.85%,,86,0,1,0,0
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,108,106,2,98.15%,,106,2,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,225,219,6,97.33%,,219,3,0,0,3
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,101,93,8,92.08%,,93,5,2,0,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,81,76,5,93.83%,,76,3,2,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,233,216,17,92.70%,,216,8,5,2,2
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,64,64,0,100.00%,,64,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,200,189,11,94.50%,,189,5,5,1,0
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,13,13,0,100.00%,,13,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,161,157,4,97.52%,,157,0,2,1,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,71,71,0,100.00%,,71,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,74,73,1,98.65%,,73,0,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,194,194,0,100.00%,,194,0,0,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,336,334,2,99.40%,,334,2,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,287,268,19,93.38%,,268,9,4,1,5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,10,10,0,100.00%,,10,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,156,154,2,98.72%,,154,0,1,0,1
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,47,47,0,100.00%,,47,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,78,77,1,98.72%,,77,1,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,76,72,4,94.74%,,72,3,0,1,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,6,6,0,100.00%,,6,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,177,170,7,96.05%,,170,4,1,1,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,54,53,1,98.15%,,53,0,1,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,67,67,0,100.00%,,67,0,0,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,169,165,4,97.63%,,165,2,1,1,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,91,90,1,98.90%,,90,0,1,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,98,98,0,100.00%,,98,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,105,102,3,97.14%,,102,2,1,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,23,23,0,100.00%,,23,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,208,201,7,96.63%,,201,3,1,2,1
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,74,74,0,100.00%,,74,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,191,187,4,97.91%,,187,2,2,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,45,44,1,97.78%,,44,1,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,79,76,3,96.20%,,76,0,1,1,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,83,83,0,100.00%,,83,0,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,62,60,2,96.77%,,60,0,1,1,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,259,259,0,100.00%,,259,0,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,209,204,5,97.61%,,204,1,3,0,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,319,317,2,99.37%,,317,2,0,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,277,268,9,96.75%,,268,2,2,3,2
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,RADIOTHERAPY,104,101,3,97.12%,,101,0,1,2,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,41,39,2,95.12%,,39,2,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,63,59,4,93.65%,,59,2,0,1,1
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,62,62,0,100.00%,,62,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,158,158,0,100.00%,,158,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,251,246,5,98.01%,,246,2,3,0,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,145,139,6,95.86%,,139,4,1,1,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,119,110,9,92.44%,,110,5,3,1,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,RADIOTHERAPY,90,85,5,94.44%,,85,3,2,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,113,112,1,99.12%,,112,0,1,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,23,23,0,100.00%,,23,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,RADIOTHERAPY,6395,6228,167,97.39%,,6228,78,49,20,20
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,RADIOTHERAPY,28,28,0,100.00%,,28,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,RADIOTHERAPY,90,89,1,98.89%,,89,0,1,0,0
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,176,172,4,97.73%,,172,4,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,229,223,6,97.38%,,223,3,0,0,3
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,104,96,8,92.31%,,96,5,2,0,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,102,96,6,94.12%,,96,3,3,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,RADIOTHERAPY,246,229,17,93.09%,,229,8,5,2,2
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,70,70,0,100.00%,,70,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,219,207,12,94.52%,,207,5,5,1,1
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,22,22,0,100.00%,,22,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,173,167,6,96.53%,,167,0,3,2,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,84,84,0,100.00%,,84,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,79,77,2,97.47%,,77,1,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,201,201,0,100.00%,,201,0,0,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,350,348,2,99.43%,,348,2,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,RADIOTHERAPY,310,288,22,92.90%,,288,12,4,1,5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,10,10,0,100.00%,,10,0,0,0,0
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,169,167,2,98.82%,,167,0,1,0,1
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,47,47,0,100.00%,,47,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,80,79,1,98.75%,,79,1,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,93,89,4,95.70%,,89,3,0,1,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,97,97,0,100.00%,,97,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,178,171,7,96.07%,,171,4,1,1,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,64,64,0,100.00%,,64,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,79,78,1,98.73%,,78,0,1,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,78,78,0,100.00%,,78,0,0,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,169,165,4,97.63%,,165,2,1,1,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,98,97,1,98.98%,,97,0,1,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,107,107,0,100.00%,,107,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,115,112,3,97.39%,,112,2,1,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,30,30,0,100.00%,,30,0,0,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,217,210,7,96.77%,,210,3,1,2,1
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,74,74,0,100.00%,,74,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,211,207,4,98.10%,,207,2,2,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,71,70,1,98.59%,,70,1,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,98,95,3,96.94%,,95,0,1,1,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,105,105,0,100.00%,,105,0,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,72,70,2,97.22%,,70,0,1,1,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,347,347,0,100.00%,,347,0,0,0,0
