31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
42917,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,103,98,5,95.15%,,98,2,0,2,1
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,140,138,2,98.57%,,138,2,0,0,0
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ADMITTED,ALL CANCERS,36,35,1,97.22%,,35,0,0,1,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ADMITTED,ALL CANCERS,65,65,0,100.00%,,65,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,233,218,15,93.56%,,218,4,9,1,1
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,89,88,1,98.88%,,88,0,1,0,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,60,58,2,96.67%,,58,2,0,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ADMITTED,ALL CANCERS,133,123,10,92.48%,,123,4,1,1,4
,RJN,EAST CHESHIRE NHS TRUST,ADMITTED,ALL CANCERS,16,16,0,100.00%,,16,0,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,213,195,18,91.55%,,195,8,8,2,0
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,134,133,1,99.25%,,133,0,1,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,129,121,8,93.80%,,121,3,4,1,0
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,49,49,0,100.00%,,49,0,0,0,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,83,83,0,100.00%,,83,0,0,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,28,26,2,92.86%,,26,1,0,1,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,185,174,11,94.05%,,174,3,3,3,2
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,16,16,0,100.00%,,16,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,86,82,4,95.35%,,82,2,1,1,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,243,234,9,96.30%,,234,1,5,1,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,120,117,3,97.50%,,117,2,0,1,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,239,232,7,97.07%,,232,3,3,1,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,260,244,16,93.85%,,244,5,6,3,2
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,161,159,2,98.76%,,159,2,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,111,107,4,96.40%,,107,2,2,0,0
,R1F,ISLE OF WIGHT NHS TRUST,ADMITTED,ALL CANCERS,29,28,1,96.55%,,28,1,0,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68,67,1,98.53%,,67,0,1,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,82,80,2,97.56%,,80,1,0,0,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,152,146,6,96.05%,,146,4,2,0,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,44,0,100.00%,,44,0,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,174,161,13,92.53%,,161,5,4,3,1
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,307,291,16,94.79%,,291,9,6,1,0
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ADMITTED,ALL CANCERS,50,48,2,96.00%,,48,1,1,0,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,86,82,4,95.35%,,82,2,0,2,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,80,80,0,100.00%,,80,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,ALL CANCERS,111,104,7,93.69%,,104,3,1,3,0
,RPA,MEDWAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,92,87,5,94.57%,,87,4,1,0,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,43,2,95.56%,,43,0,1,0,1
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,162,149,13,91.98%,,149,7,5,1,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,131,128,3,97.71%,,128,1,1,0,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,273,271,2,99.27%,,271,1,0,1,0
,RVJ,NORTH BRISTOL NHS TRUST,ADMITTED,ALL CANCERS,164,160,4,97.56%,,160,2,1,0,1
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,88,86,2,97.73%,,86,0,1,1,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,82,80,2,97.56%,,80,1,1,0,0
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,132,131,1,99.24%,,131,0,0,1,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,108,106,2,98.15%,,106,2,0,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,81,80,1,98.77%,,80,1,0,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,71,71,0,100.00%,,71,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,329,321,8,97.57%,,321,5,2,1,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,243,235,8,96.71%,,235,4,3,0,1
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,12,12,0,100.00%,,12,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,101,100,1,99.01%,,100,0,1,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,208,197,11,94.71%,,197,6,4,1,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,116,116,0,100.00%,,116,0,0,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,215,210,5,97.67%,,210,2,1,2,0
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,61,58,3,95.08%,,58,0,2,0,1
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,105,103,2,98.10%,,103,0,1,0,1
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,173,171,2,98.84%,,171,2,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,201,198,3,98.51%,,198,0,0,3,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,180,172,8,95.56%,,172,3,5,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,91,88,3,96.70%,,88,0,1,1,1
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,20,20,0,100.00%,,20,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,111,109,2,98.20%,,109,1,1,0,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,81,78,3,96.30%,,78,1,2,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,55,55,0,100.00%,,55,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,62,61,1,98.39%,,61,1,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,102,99,3,97.06%,,99,1,2,0,0
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,326,321,5,98.47%,,321,3,1,1,0
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66,65,1,98.48%,,65,1,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,134,133,1,99.25%,,133,1,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,201,197,4,98.01%,,197,1,1,1,1
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,50,50,0,100.00%,,50,0,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,112,110,2,98.21%,,110,2,0,0,0
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,111,106,5,95.50%,,106,2,1,0,2
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,141,140,1,99.29%,,140,1,0,0,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,43,1,97.73%,,43,1,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,91,90,1,98.90%,,90,0,0,1,0
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,88,86,2,97.73%,,86,1,1,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,72,67,5,93.06%,,67,3,2,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,8,8,0,100.00%,,8,0,0,0,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,120,114,6,95.00%,,114,1,2,1,2
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,48,48,0,100.00%,,48,0,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,337,330,7,97.92%,,330,3,2,1,1
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,56,54,2,96.43%,,54,1,0,0,1
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,47,46,1,97.87%,,46,0,0,1,0
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,57,57,0,100.00%,,57,0,0,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,150,144,6,96.00%,,144,5,1,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,161,160,1,99.38%,,160,1,0,0,0
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,ALL CANCERS,148,144,4,97.30%,,144,0,0,2,2
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,13,13,0,100.00%,,13,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,28,28,0,100.00%,,28,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,88,87,1,98.86%,,87,1,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,146,139,7,95.21%,,139,3,1,1,2
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,242,224,18,92.56%,,224,7,3,6,2
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,184,183,1,99.46%,,183,1,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,197,184,13,93.40%,,184,7,2,2,2
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,169,165,4,97.63%,,165,3,0,1,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,174,169,5,97.13%,,169,4,1,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,102,99,3,97.06%,,99,1,2,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,243,230,13,94.65%,,230,8,3,1,1
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,79,79,0,100.00%,,79,0,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,240,234,6,97.50%,,234,4,1,1,0
,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,75,74,1,98.67%,,74,0,0,1,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41,40,1,97.56%,,40,0,1,0,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,84,82,2,97.62%,,82,1,0,1,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,93,93,0,100.00%,,93,0,0,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,204,203,1,99.51%,,203,0,1,0,0
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,100,95,5,95.00%,,95,2,2,0,1
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,166,161,5,96.99%,,161,3,2,0,0
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,84,83,1,98.81%,,83,1,0,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,43,42,1,97.67%,,42,1,0,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,156,152,4,97.44%,,152,1,2,0,1
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,54,53,1,98.15%,,53,1,0,0,0
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,9,9,0,100.00%,,9,0,0,0,0
,NYG,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,36,35,1,97.22%,,35,0,1,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,16138,15660,478,97.04%,,15660,217,142,70,49
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,33,0,100.00%,,33,0,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,34,1,97.14%,,34,0,1,0,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,75,75,0,100.00%,,75,0,0,0,0
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,74,73,1,98.65%,,73,0,1,0,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,71,68,3,95.77%,,68,0,1,2,0
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,88,87,1,98.86%,,87,1,0,0,0
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,17,0,100.00%,,17,0,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,49,0,100.00%,,49,0,0,0,0
