31-DAY WAIT FOR SECOND OR SUBSEQUENT TREATMENT: RADIOTHERAPY TREATMENTS,,,,,,,,,,,,,,
42309,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,15,15,0,100.00%,,15,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,RADIOTHERAPY,26,26,0,100.00%,,26,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,22,22,0,100.00%,,22,0,0,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,23,23,0,100.00%,,23,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,3,2,1,66.67%,,2,0,1,0,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,32,32,0,100.00%,,32,0,0,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,RADIOTHERAPY,11,11,0,100.00%,,11,0,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,RADIOTHERAPY,25,25,0,100.00%,,25,0,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,RADIOTHERAPY,7,7,0,100.00%,,7,0,0,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,RADIOTHERAPY,913,891,22,97.59%,,891,10,8,1,3
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,RADIOTHERAPY,63,62,1,98.41%,,62,1,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,RADIOTHERAPY,107,105,2,98.13%,,105,0,2,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,93,91,2,97.85%,,91,2,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,242,238,4,98.35%,,238,3,1,0,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,113,107,6,94.69%,,107,4,2,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,41,38,3,92.68%,,38,1,2,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,276,273,3,98.91%,,273,0,3,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,138,138,0,100.00%,,138,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,227,214,13,94.27%,,214,5,4,2,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,25,24,1,96.00%,,24,1,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,160,155,5,96.88%,,155,3,1,0,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,77,77,0,100.00%,,77,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,84,80,4,95.24%,,80,3,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,231,229,2,99.13%,,229,0,2,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,324,322,2,99.38%,,322,1,1,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,306,286,20,93.46%,,286,9,7,3,1
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,11,10,1,90.91%,,10,0,0,1,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,153,151,2,98.69%,,151,2,0,0,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,86,86,0,100.00%,,86,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,62,61,1,98.39%,,61,1,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,75,73,2,97.33%,,73,0,2,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,178,173,5,97.19%,,173,2,3,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,66,62,4,93.94%,,62,0,3,1,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,74,72,2,97.30%,,72,0,1,1,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,166,163,3,98.19%,,163,2,1,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,125,124,1,99.20%,,124,0,1,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,105,104,1,99.05%,,104,1,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,119,118,1,99.16%,,118,1,0,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,13,13,0,100.00%,,13,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,206,196,10,95.15%,,196,7,1,2,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,56,56,0,100.00%,,56,0,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,216,215,1,99.54%,,215,0,1,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,RADIOTHERAPY,75,73,2,97.33%,,73,2,0,0,0
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,46,44,2,95.65%,,44,2,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,66,65,1,98.48%,,65,1,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,81,81,0,100.00%,,81,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,35,33,2,94.29%,,33,1,1,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,306,306,0,100.00%,,306,0,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,380,370,10,97.37%,,370,9,1,0,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,325,323,2,99.38%,,323,1,0,1,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,294,290,4,98.64%,,290,2,1,0,1
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,RADIOTHERAPY,96,96,0,100.00%,,96,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,77,75,2,97.40%,,75,1,1,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,81,81,0,100.00%,,81,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,153,153,0,100.00%,,153,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,256,253,3,98.83%,,253,3,0,0,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,RADIOTHERAPY,178,174,4,97.75%,,174,2,0,1,1
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,RADIOTHERAPY,152,143,9,94.08%,,143,8,1,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,RADIOTHERAPY,95,89,6,93.68%,,89,5,1,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,111,106,5,95.50%,,106,3,1,1,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,RADIOTHERAPY,19,19,0,100.00%,,19,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,RADIOTHERAPY,7051,6897,154,97.82%,,6897,89,46,13,6
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),TREATMENT TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,RADIOTHERAPY,63,62,1,98.41%,,62,1,0,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,RADIOTHERAPY,108,106,2,98.15%,,106,0,2,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,149,147,2,98.66%,,147,2,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,258,254,4,98.45%,,254,3,1,0,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,130,123,7,94.62%,,123,5,2,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,57,54,3,94.74%,,54,1,2,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,RADIOTHERAPY,288,282,6,97.92%,,282,1,4,0,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,153,153,0,100.00%,,153,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,250,236,14,94.40%,,236,6,4,2,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,29,28,1,96.55%,,28,1,0,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,177,172,5,97.18%,,172,3,1,0,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,91,90,1,98.90%,,90,1,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,90,86,4,95.56%,,86,3,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,233,231,2,99.14%,,231,0,2,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,384,382,2,99.48%,,382,1,1,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ALL CARE,RADIOTHERAPY,335,315,20,94.03%,,315,9,7,3,1
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,11,10,1,90.91%,,10,0,0,1,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,169,166,3,98.22%,,166,2,1,0,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,87,87,0,100.00%,,87,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,65,64,1,98.46%,,64,1,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,89,87,2,97.75%,,87,0,2,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,3,3,0,100.00%,,3,0,0,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,97,97,0,100.00%,,97,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,182,176,6,96.70%,,176,2,3,0,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,48,41,7,85.42%,,41,4,3,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,81,74,7,91.36%,,74,1,5,1,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,101,99,2,98.02%,,99,0,1,1,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,166,163,3,98.19%,,163,2,1,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,129,128,1,99.22%,,128,0,1,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,108,107,1,99.07%,,107,1,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,135,134,1,99.26%,,134,1,0,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,53,53,0,100.00%,,53,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,210,199,11,94.76%,,199,7,1,2,1
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,58,58,0,100.00%,,58,0,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,247,245,2,99.19%,,245,1,1,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ALL CARE,RADIOTHERAPY,85,83,2,97.65%,,83,2,0,0,0
