62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42309,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,49,44,5,89.80%,,8,6.5,8,21.5,2,2,0,1
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,70,61,9,87.14%,,16.5,3.5,10.5,30.5,1,1,1.5,5.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,39,33.5,5.5,85.90%,,11.5,4,6,12,1.5,1,0.5,2.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19,16.5,2.5,86.84%,,5,1.5,5,5,0,0,0.5,2
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,47,44.5,2.5,94.68%,,7.5,10.5,6,20.5,0,0,1,1.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,52.5,39,13.5,74.29%,,11.5,6,9.5,12,3.5,5.5,2,2.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,36.5,4,90.12%,,7.5,4.5,9,15.5,0,1,1,2
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,37.5,35,2.5,93.33%,,11.5,3.5,9.5,10.5,1.5,0.5,0.5,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32.5,29,3.5,89.23%,,5.5,5,4.5,14,1,0,1.5,1
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,30.5,4.5,87.14%,,4,6,5,15.5,1.5,1,0,2
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,67.5,51.5,16,76.30%,,12.5,13.5,10,15.5,4.5,2,4.5,5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27,22.5,4.5,83.33%,,6,8,5,3.5,0,2,0,2.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,74,65.5,8.5,88.51%,,23,7,18,17.5,1,6,0.5,1
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ADMITTED,ALL CANCERS,35,32.5,2.5,92.86%,,6,2.5,8,16,0.5,1,0.5,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ADMITTED,ALL CANCERS,23.5,20,3.5,85.11%,,5,2,5.5,7.5,2,1.5,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,89,69.5,19.5,78.09%,,21.5,13,12.5,22.5,4,4.5,1.5,9.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42.5,34.5,8,81.18%,,6,6,12,10.5,2.5,0.5,2.5,2.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28.5,23,5.5,80.70%,,3.5,3,6,10.5,1,1,0,3.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ADMITTED,ALL CANCERS,34,25.5,8.5,75.00%,,6.5,0,5.5,13.5,2,3.5,0.5,2.5
,RJN,EAST CHESHIRE NHS TRUST,ADMITTED,ALL CANCERS,18,16.5,1.5,91.67%,,5.5,0.5,5.5,5,0.5,1,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,118,78.5,39.5,66.53%,,13,9,19,37.5,4,9.5,9.5,16.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,54,50,4,92.59%,,13.5,10.5,7,19,2.5,0.5,1,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,82,62.5,19.5,76.22%,,18.5,14,15,15,5.5,4,2.5,7.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,24.5,20.5,4,83.67%,,8.5,4,5,3,0.5,1.5,1,1
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,91.5,81,10.5,88.52%,,28.5,14.5,19.5,18.5,3,1,4.5,2
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39.5,31,8.5,78.48%,,6.5,8,6.5,10,4.5,0.5,0,3.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,23,19,4,82.61%,,8.5,1,2,7.5,1.5,1.5,0,1
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76,64.5,11.5,84.87%,,14,7,11.5,32,6,2.5,0,3
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27.5,22.5,5,81.82%,,6,2,5.5,9,3.5,0,0.5,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,86,61,25,70.93%,,10.5,6,12,32.5,6.5,9.5,1,8
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,81,67,14,82.72%,,18.5,7,19.5,22,3,5,1.5,4.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25.5,22.5,3,88.24%,,8,4,6,4.5,1,1,1,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,109,92.5,16.5,84.86%,,24,21.5,19.5,27.5,7.5,3.5,3.5,2
,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,ADMITTED,ALL CANCERS,21,16,5,76.19%,,0.5,2,5,8.5,1,2.5,0.5,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,11,9,2,81.82%,,3.5,0,1,4.5,0.5,0,0,1.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,91,75.5,15.5,82.97%,,21,9,17,28.5,3,4,4.5,4
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,56.5,49,7.5,86.73%,,8,7,9.5,24.5,0.5,3.5,1.5,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,44.5,40,4.5,89.89%,,8,8.5,8,15.5,2.5,2,0,0
,R1F,ISLE OF WIGHT NHS TRUST,ADMITTED,ALL CANCERS,11.5,10.5,1,91.30%,,1.5,2,3,4,0,1,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,36.5,32.5,4,89.04%,,13,3.5,7,9,1.5,0,0,2.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,38,34,4,89.47%,,3,5,9,17,1.5,0,0.5,2
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,72.5,58.5,14,80.69%,,21.5,12.5,8,16.5,5,6,1.5,1.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,23,22.5,0.5,97.83%,,4.5,2.5,5.5,10,0.5,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,65,60,5,92.31%,,14.5,13.5,8.5,23.5,2,1,1,1
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,111.5,91.5,20,82.06%,,14.5,7.5,21.5,48,12.5,2,3,2.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,ADMITTED,ALL CANCERS,39.5,30,9.5,75.95%,,7,3,7,13,3.5,4.5,0,1.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,5,5,0,100.00%,,0,0.5,2.5,2,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,21,17.5,3.5,83.33%,,1.5,0,0,16,0,1.5,0,2
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,38,33,5,86.84%,,8,4.5,5,15.5,2.5,1,0.5,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24.5,20.5,4,83.67%,,8.5,4,2,6,0.5,1,1,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,ADMITTED,ALL CANCERS,61.5,44,17.5,71.54%,,6,3,11,24,3,4.5,3.5,6.5
,RPA,MEDWAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29.5,23.5,6,79.66%,,1,6,6,10.5,0,2.5,0.5,3
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,18,17,1,94.44%,,12,1,2,2,0,0.5,0,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,ADMITTED,ALL CANCERS,69.5,46,23.5,66.19%,,11,10.5,11.5,13,5.5,5.5,8.5,4
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,79,68,11,86.08%,,15,12,15,26,5,3,1,2
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,11,9,2,81.82%,,0.5,0.5,4,4,0.5,0,1,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,114.5,83,31.5,72.49%,,21,16,17.5,28.5,14,10.5,4,3
,RVJ,NORTH BRISTOL NHS TRUST,ADMITTED,ALL CANCERS,88,68,20,77.27%,,11.5,16,22.5,18,0,6,6,8
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,51,42.5,8.5,83.33%,,14,5,11,12.5,2,4,2,0.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,11,10,1,90.91%,,4,0,2,4,1,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,48,39.5,8.5,82.29%,,11,3,15.5,10,3.5,1,1,3
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,52.5,39.5,13,75.24%,,8.5,6,11,14,8,0,2,3
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,35.5,30.5,5,85.92%,,10.5,7.5,3,9.5,1.5,1.5,0.5,1.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51,45.5,5.5,89.22%,,2.5,7,7,29,1,2,2,0.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,39,5,88.64%,,9.5,5,10.5,14,1.5,2,1,0.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,87.5,68,19.5,77.71%,,10.5,12,20.5,25,7.5,4,2,6
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,110.5,93.5,17,84.62%,,47.5,10.5,18,17.5,7.5,2.5,2.5,4.5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2,1.5,0.5,75.00%,,0,0,0.5,1,0,0.5,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,72,65.5,6.5,90.97%,,19,8,17,21.5,3.5,0,1,2
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,69.5,60,9.5,86.33%,,15,6.5,11,27.5,4,2.5,1,2
,RK9,PLYMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,107.5,80,27.5,74.42%,,27,13,17.5,22.5,11,3,4.5,9
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,53.5,49,4.5,91.59%,,12.5,18,9.5,9,1,0.5,1.5,1.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,82,66,16,80.49%,,10,10,15.5,30.5,2.5,6.5,3,4
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,9,5,4,55.56%,,3,0,1.5,0.5,1.5,1.5,1,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,27,18,60.00%,,9,1.5,6,10.5,4.5,6,4.5,3
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,8,4,4,50.00%,,1,0.5,0,2.5,1,0,1,2
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,76.5,57.5,19,75.16%,,12,9,15,21.5,7,4,3.5,4.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,117,97.5,19.5,83.33%,,35.5,20.5,18,23.5,2,5,3,9.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,62,51.5,10.5,83.06%,,16.5,8,13,14,1.5,0.5,4.5,4
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,33.5,29,4.5,86.57%,,4,7,8,10,0,0,0.5,4
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,9.5,7.5,2,78.95%,,1,2.5,1,3,0,0.5,1.5,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,52,41.5,10.5,79.81%,,13,6.5,5.5,16.5,0.5,3,1,6
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,47,41.5,5.5,88.30%,,6,8.5,13.5,13.5,1,1.5,2,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25.5,23,2.5,90.20%,,7.5,2.5,6.5,6.5,0.5,0,0.5,1.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34.5,31,3.5,89.86%,,11,9.5,6.5,4,1.5,2,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,37.5,33,4.5,88.00%,,6,7,2,18,0,1.5,1.5,1.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,91.5,74,17.5,80.87%,,15,10.5,24,24.5,6.5,2.5,4,4.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51.5,39.5,12,76.70%,,10.5,3.5,10,15.5,5.5,3,1,2.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,68,49,19,72.06%,,13,1,16.5,18.5,6,8.5,2,2.5
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,39,6,86.67%,,6,6,8,19,1.5,1,1,2.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,118,90.5,27.5,76.69%,,19,11,34,26.5,9,8.5,2,8
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,8,6.5,1.5,81.25%,,1.5,1,1,3,0,0.5,0,1
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32.5,29,3.5,89.23%,,8,2,7,12,2,0.5,0.5,0.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42.5,30,12.5,70.59%,,5,6.5,4,14.5,3,6,0.5,3
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,25,22,3,88.00%,,6,3.5,5,7.5,0,0.5,1.5,1
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,33.5,7,82.72%,,2,3.5,9.5,18.5,0.5,4,0,2.5
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,46,42,4,91.30%,,10,5,13,14,1,1,0,2
,RWJ,STOCKPORT NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26.5,25.5,1,96.23%,,6,3.5,7,9,0,0.5,0.5,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,50.5,45.5,5,90.10%,,14.5,6,9.5,15.5,2,1,0,2
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,26.5,24.5,2,92.45%,,6.5,4.5,6.5,7,0.5,0.5,0,1
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,71.5,57.5,14,80.42%,,19,8.5,12.5,17.5,6.5,3,2,2.5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,17,11.5,5.5,67.65%,,2.5,2,2,5,1.5,1.5,1,1.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,4.5,3.5,1,77.78%,,1.5,0.5,0.5,1,0,0,0,1
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,57.5,49.5,8,86.09%,,14,7,13,15.5,3.5,1,0,3.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29,27.5,1.5,94.83%,,14.5,3,5,5,1,0,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,91,79.5,11.5,87.36%,,20.5,11,14.5,33.5,1,4.5,1.5,4.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,28,19,9,67.86%,,4.5,5.5,1.5,7.5,1,1.5,3,3.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,32,26,6,81.25%,,8,7.5,3.5,7,1,2.5,1.5,1
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,2,2,0,100.00%,,1,0,1,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,28,25,3,89.29%,,8,8.5,5,3.5,1.5,1,0,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,90,78,12,86.67%,,34,10.5,13.5,20,3,4.5,0,4.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,48.5,39.5,9,81.44%,,7,6,14.5,12,3.5,1,4,0.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,3.5,3.5,0,100.00%,,1,0,0,2.5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ADMITTED,ALL CANCERS,60.5,50.5,10,83.47%,,12,8,9,21.5,3,2.5,1,3.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,5,3,2.5,4.5,0.5,0,1,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,95,77,18,81.05%,,16.5,9,18.5,33,6.5,3,3,5.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41,30,11,73.17%,,9,2.5,6,12.5,5,0.5,2.5,3
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,45,40,5,88.89%,,7.5,5.5,16,11,1,1,1.5,1.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,85,68,17,80.00%,,16,11,18,23,6.5,5,4,1.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44.5,34,10.5,76.40%,,8,5.5,6,14.5,3,4,1,2.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,65,53.5,11.5,82.31%,,20.5,10,10.5,12.5,2.5,2,2.5,4.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,64.5,53,11.5,82.17%,,18.5,5,10,19.5,3.5,4,1.5,2.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,111,93.5,17.5,84.23%,,20.5,15.5,19.5,38,1.5,7,1.5,7.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39,36.5,2.5,93.59%,,15.5,6,8.5,6.5,1.5,0,1,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,100.5,84.5,16,84.08%,,20,7.5,22.5,34.5,0,7.5,1,7.5
,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,28,25,3,89.29%,,5,2,6,12,0,1,0,2
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,14.5,13,1.5,89.66%,,4,2.5,0.5,6,0,1,0,0.5
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,34,29.5,4.5,86.76%,,5.5,9,10,5,1,1.5,0.5,1.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,30.5,26.5,4,86.89%,,3,4,10,9.5,1.5,0,1.5,1
